catalog_path	row_anchor	package_role	hermes_intent	paax_package_source_api	loader_guard_mcp_relation	mapping_status	documentation_status	test_evidence	security_provenance_note	disposition
optional-skills/creative/baoyu-article-illustrator/references/styles/nature.md	R75@L7084	reference-content	nature — nature	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/notion.md	R76@L7085	reference-content	notion — notion	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/pixel-art.md	R77@L7086	reference-content	pixel-art — pixel-art	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/playful.md	R78@L7087	reference-content	playful — playful	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/retro.md	R79@L7088	reference-content	retro — retro	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/scientific.md	R80@L7089	reference-content	scientific — scientific	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/screen-print.md	R81@L7090	reference-content	screen-print — screen-print	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/sketch-notes.md	R82@L7091	reference-content	sketch-notes — sketch-notes	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/sketch.md	R83@L7092	reference-content	sketch — sketch	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/vector-illustration.md	R84@L7093	reference-content	vector-illustration — vector-illustration	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/vintage.md	R85@L7094	reference-content	vintage — vintage	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/warm.md	R86@L7095	reference-content	warm — warm	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/styles/watercolor.md	R87@L7096	reference-content	watercolor — watercolor	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/usage.md	R88@L7097	reference-content	Usage — Usage	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/references/workflow.md	R89@L7098	reference-content	Detailed Workflow Procedures — Detailed Workflow Procedures	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-article-illustrator/SKILL.md	R90@L7099	skill-manifest	baoyu-article-illustrator — Article illustrations: type × style × palette consistency.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/baoyu-comic/PORT_NOTES.md	R91@L7100	package-content	Port Notes — baoyu-comic — Port Notes — baoyu-comic	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/baoyu-comic/references/analysis-framework.md	R92@L7101	reference-content	Comic Content Analysis Framework — Comic Content Analysis Framework	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/chalk.md	R93@L7102	reference-content	chalk — chalk	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/ink-brush.md	R94@L7103	reference-content	ink-brush — ink-brush	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/ligne-claire.md	R95@L7104	reference-content	ligne-claire — ligne-claire	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/manga.md	R96@L7105	reference-content	manga — manga	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/minimalist.md	R97@L7106	reference-content	minimalist — minimalist	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/art-styles/realistic.md	R98@L7107	reference-content	realistic — realistic	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/auto-selection.md	R99@L7108	reference-content	Auto Selection — Auto Selection	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/base-prompt.md	R100@L7109	reference-content	Image Specifications — Create a knowledge biography comic page following these guidelines:	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/character-template.md	R101@L7110	reference-content	Character Definition Template — Character Definition Template	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/cinematic.md	R102@L7111	reference-content	cinematic — cinematic	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/dense.md	R103@L7112	reference-content	dense — dense	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/four-panel.md	R104@L7113	reference-content	four-panel — four-panel	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/mixed.md	R105@L7114	reference-content	mixed — mixed	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/splash.md	R106@L7115	reference-content	splash — splash	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/standard.md	R107@L7116	reference-content	standard — standard	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/layouts/webtoon.md	R108@L7117	reference-content	webtoon — webtoon	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/ohmsha-guide.md	R109@L7118	reference-content	Ohmsha Manga Guide Style — Ohmsha Manga Guide Style	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/partial-workflows.md	R110@L7119	reference-content	Partial Workflows — Partial Workflows	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/presets/concept-story.md	R111@L7120	reference-content	concept-story — concept-story	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/presets/four-panel.md	R112@L7121	reference-content	four-panel — four-panel	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/presets/ohmsha.md	R113@L7122	reference-content	ohmsha — ohmsha	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/presets/shoujo.md	R114@L7123	reference-content	shoujo — shoujo	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/presets/wuxia.md	R115@L7124	reference-content	wuxia — wuxia	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/storyboard-template.md	R116@L7125	reference-content	Storyboard Template — Storyboard Template	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/action.md	R117@L7126	reference-content	action — action	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/dramatic.md	R118@L7127	reference-content	dramatic — dramatic	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/energetic.md	R119@L7128	reference-content	energetic — energetic	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/neutral.md	R120@L7129	reference-content	neutral — neutral	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/romantic.md	R121@L7130	reference-content	romantic — romantic	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/vintage.md	R122@L7131	reference-content	vintage — vintage	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/tones/warm.md	R123@L7132	reference-content	warm — warm	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/references/workflow.md	R124@L7133	reference-content	Complete Workflow — Complete Workflow	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/baoyu-comic/SKILL.md	R125@L7134	skill-manifest	baoyu-comic — Knowledge comics (知识漫画): educational, biography, tutorial.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/blender-mcp/references/bpy-api.md	R126@L7135	reference-content	Essential bpy API Reference — Essential bpy API Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/blender-mcp/references/pitfalls.md	R127@L7136	reference-content	Blender MCP — Pitfalls & Lessons Learned — Blender MCP — Pitfalls & Lessons Learned	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/blender-mcp/references/recipes.md	R128@L7137	reference-content	Blender Recipes — Blender Recipes	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/blender-mcp/SKILL.md	R129@L7138	skill-manifest	blender-mcp — Drive Blender via the catalog blender MCP, with bpy recipes.	@paax/ai-orchestrator/tools; src/tools/mcp/config.ts; src/tools/mcp/client.ts; src/tools/mcp/adapter.ts	MCP_CONFIG/MCP_CLIENT/MCP_ADAPTER; NO_PACKAGE_INSTALL	ABSENT	CURRENT	PAAX-BOUNDARY:E-MCP-CONFIG,E-MCP-CLIENT,E-MCP-ADAPTER; HERMES:NOT-RUN	Hermes MCP package/server is not installed or executed; credential-shaped config is rejected/redacted	gap:G-MCP-PACKAGE
optional-skills/creative/concept-diagrams/examples/apartment-floor-plan-conversion.md	R130@L7139	example-content	Apartment Floor Plan: 3 BHK to 4 BHK Conversion — Apartment Floor Plan: 3 BHK to 4 BHK Conversion	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/concept-diagrams/examples/automated-password-reset-flow.md	R131@L7140	example-content	Automated Password Reset Flow — Automated Password Reset Flow	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/concept-diagrams/examples/autonomous-llm-research-agent-flow.md	R132@L7141	example-content	Autonomous LLM Research Agent Flow — Autonomous LLM Research Agent Flow	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/concept-diagrams/examples/banana-journey-tree-to-smoothie.md	R133@L7142	example-content	Journey of a Banana: From Tree to Smoothie — Journey of a Banana: From Tree to Smoothie	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/concept-diagrams/examples/commercial-aircraft-structure.md	R134@L7143	example-content	Commercial Aircraft Structure — Commercial Aircraft Structure	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
